id,debate_id,speaker,text,check_worthy,spans,error
2008092600004,20080926_obama_mccain,LEHRER,"All right, let’s go back to my question. How do you all stand on the recovery plan? And talk to each other about it. We’ve got five minutes. We can negotiate a deal right here. But, I mean, are you — do you favor this plan, Senator Obama, and you, Senator McCain? Do you — are you in favor of this plan?",False,[],
2008092600023,20080926_obama_mccain,LEHRER,"All right, let’s go to the next lead question, which is essentially following up on this same subject. And you get two minutes to begin with, Senator McCain. And using your word “fundamental,” are there fundamental differences between your approach and Senator Obama’s approach to what you would do as president to lead this country out of the financial crisis?",False,[],
2008092600037,20080926_obama_mccain,LEHRER,All right.,False,[],
2008092600049,20080926_obama_mccain,LEHRER,"All right. All right, speaking of things that both of you want, another lead question, and it has to do with the rescue — the financial rescue thing that we started — started asking about. And what — and the first answer is to you, Senator Obama. As president, as a result of whatever financial rescue plan comes about and the billion, $700 billion, whatever it is it’s going to cost, what are you going to have to give up, in terms of the priorities that you would bring as president of the United States, as a result of having to pay for the financial rescue plan?",False,[],
2008092600006,20080926_obama_mccain,LEHRER,"Are you going to vote for the plan, Senator McCain?",False,[],
2008092600008,20080926_obama_mccain,LEHRER,As a United States senator…,False,[],
2008092600012,20080926_obama_mccain,LEHRER,"Do you have something directly to say, Senator Obama, to Senator McCain about what he just said?",False,[],
2008092600000,20080926_obama_mccain,LEHRER,"Good evening from the Ford Center for the Performing Arts at the University of Mississippi in Oxford. I’m Jim Lehrer of the NewsHour on PBS, and I welcome you to the first of the 2008 presidential debates between the Republican nominee, Senator John McCain of Arizona, and the Democratic nominee, Senator Barack Obama of Illinois. The Commission on Presidential Debates is the sponsor of this event and the three other presidential and vice presidential debates coming in October. Tonight’s will primarily be about foreign policy and national security, which, by definition, includes the global financial crisis. It will be divided roughly into nine-minute segments. Direct exchanges between the candidates and moderator follow-ups are permitted after each candidate has two minutes to answer the lead question in an order determined by a coin toss. The specific subjects and questions were chosen by me. They have not been shared or cleared with anyone. The audience here in the hall has promised to remain silent, no cheers, no applause, no noise of any kind, except right now, as we welcome Senators Obama and McCain. (APPLAUSE) Let me begin with something General Eisenhower said in his 1952 presidential campaign. Quote, “We must achieve both security and solvency. In fact, the foundation of military strength is economic strength,” end quote. With that in mind, the first lead question. Gentlemen, at this very moment tonight, where do you stand on the financial recovery plan? First response to you, Senator Obama. You have two minutes.",True,"[{""start"": 1160, ""end"": 1338, ""text"": ""General Eisenhower said in his 1952 presidential campaign. Quote, “We must achieve both security and solvency. In fact, the foundation of military strength is economic strength,”"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""economy"", ""other""]}]",
2008092600019,20080926_obama_mccain,LEHRER,I’m just determined to get you all to talk to each other. I’m going to try.,False,[],
2008092600029,20080926_obama_mccain,LEHRER,"No, that’s fine.",False,[],
2008092600033,20080926_obama_mccain,LEHRER,"Respond directly to him about that, to Senator Obama about that, about the — he’s made it twice now, about your tax — your policies about tax cuts.",False,[],
2008092600014,20080926_obama_mccain,LEHRER,Say it directly to him.,False,[],
2008092600016,20080926_obama_mccain,LEHRER,Say it directly to him.,False,[],
2008092600002,20080926_obama_mccain,LEHRER,"Senator McCain, two minutes.",False,[],
2008092600027,20080926_obama_mccain,LEHRER,Senator McCain?,False,[],
2008092600025,20080926_obama_mccain,LEHRER,"Senator Obama, two minutes.",False,[],
